ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x24dde,CUS_0x9fd8,May,Viswanathao,20,#F%$D@*&8,Architect,93089.52,8007.46,3,4,17,4,"Debt Consolidation Loan, Student Loan, Not Specified, and Student Loan",8,18,13.01,8.0,Standard,1351.26,26.155595719970325,12 Years and 2 Months,Yes,295.08373876464594,529.2896884148469,Low_spent_Large_value_payments,246.37257282050732,Standard
0x2929,CUS_0x9eec,August,Jonathan Stempelz,31,148-15-4934,Mechanic,126849.18_,10511.765,2,3,3,0,,11,6,3.04,8.0,Good,518.4,39.41227284910044,28 Years and 10 Months,No,0.0,183.1799496987317,High_spent_Large_value_payments,1107.9965503012684,Standard
0x1a5c2,CUS_0xaa9e,January,,53,929-30-2303,Architect,24629.46,,5,3,15,0,,9,10,12.85,3.0,Standard,1237.39,41.09253381257431,16 Years and 4 Months,No,981.0,122.23353211311571,Low_spent_Large_value_payments,344.2119678868843,Standard
0xcd81,CUS_0x699f,August,Barrf,28,105-56-5438,Writer,32595.22,2606.268333333333,3,3,7,2,"Personal Loan, and Not Specified",10,10,9.72,1.0,Good,796.88,28.2534519125292,16 Years and 5 Months,No,50.30543332319753,196.97098082460235,Low_spent_Small_value_payments,303.3504191855335,Standard
0x185d,CUS_0xb14,April,Edwardk,26,331-60-5414,Manager,49967.01,4091.9175,7,6,31,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Student Loan",27,11,19.87,11.0,Standard,2253.95,22.84117831011114,17 Years and 1 Months,Yes,156.00331166279182,373.1685163748753,Low_spent_Medium_value_payments,160.01992196233283,Poor
0x4572,CUS_0x2a61,January,Stepheng,45,753-68-0048,Teacher,9786.86,951.5716666666667,9,10,18,2_,"Personal Loan, and Student Loan",58,17,15.53,6.0,Standard,2149.9,31.93913992373157,NA,Yes,57165.0,73.85151899921287,!@9#%8,299.7412102135781,Standard
0x19bea,CUS_0x2142,January,Gerry Shihf,36,571-04-7703,Mechanic,10186.26,985.855,4,3,8,3,"Payday Loan, Home Equity Loan, and Mortgage Loan",7,10,12.16,0.0,_,587.16,39.45698802833483,31 Years and 3 Months,NM,18.78837738653499,132.96227602500386,Low_spent_Small_value_payments,236.83484658846118,Good
0x19f40,CUS_0x4ee5,March,Erik Kirschbaumw,31,009-33-0735,Lawyer,75988.68,6419.3899999999985,0,3,9,4,"Personal Loan, Auto Loan, Personal Loan, and Student Loan",16,3,11.26,1.0,_,1241.25,24.53271941530855,NA,No,162.19908306980923,153.70801685539257,High_spent_Large_value_payments,566.0319000747983,Standard
0x7455,CUS_0x369d,April,Cheep,31,483-28-8127,Manager,62380.11,5117.3425,7,5,29,5,"Credit-Builder Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Not Specified",24,15,26.26,8.0,Bad,3084.5,37.03749390819877,7 Years and 4 Months,Yes,214.91951248534255,521.3138478319046,Low_spent_Small_value_payments,65.50088968275293,Standard
0x240e2,CUS_0x4f00,May,Jessica Wohlo,24,239-64-7715,_______,82616.56,7053.713333333332,6,7,5,4,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",26,17,4.39,1.0,Standard,1204.38,35.30073319919715,26 Years and 8 Months,No,146.59056325938127,296.90664868991934,!@9#%8,511.87412138403266,Standard
0x1b0b,CUS_0x2c0d,June,ernieh,55,784-23-6447,_______,19403.405,1904.9504166666666,1,7,3,-100,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",13,9,_,2.0,Good,339.11,25.849131677822104,NA,No,3125.0,71.55927578844995,High_spent_Medium_value_payments,329.72085144345493,Standard
0x71a9,CUS_0x3f18,April,Carolinez,41_,309-95-7818,Scientist,30988.54,2827.3783333333336,6,6,6,7,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Student Loan, and Credit-Builder Loan",24,18,8.4,8.0,Standard,189.28,40.01832374286987,13 Years and 7 Months,Yes,158.54924133741258,,Low_spent_Small_value_payments,132.55097072309314,Poor
0x230e8,CUS_0xc349,July,Julienb,21,352-63-2965,Media_Manager,19796.08,1357.6733333333334,7,10,21,7,"Not Specified, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Credit-Builder Loan",29,11,14.47,7.0,Standard,2399.46,31.08352468818477,9 Years and 8 Months,Yes,68.07298093762256,131.07461554953258,Low_spent_Small_value_payments,226.61973684617817,Poor
0x24736,CUS_0x1743,May,Terryh,23,005-76-5155,Mechanic,42527.04,3374.92,8,6,22,7,"Auto Loan, Home Equity Loan, Not Specified, Not Specified, Student Loan, Mortgage Loan, and Mortgage Loan",22,18,18.9,15.0,Bad,4193.78,25.813839704502016,10 Years and 9 Months,Yes,230.26893355534838,__10000__,Low_spent_Small_value_payments,169.33778991443106,Standard
0x20394,CUS_0x56bb,July,Sabaj,27,055-66-2809,Teacher,18202.79,1390.8991666666668,4,4,5,1,Mortgage Loan,6,11,9.7,8.0,Standard,911.09,32.20811491050379,17 Years and 5 Months,Yes,11.846005156467273,59.5167981602185,Low_spent_Small_value_payments,357.72711334998087,Poor
0x8c9e,CUS_0x339e,May,Kimp,21,224-42-3295,Entrepreneur,86971.56,,8,5,4,1,Not Specified,27,19,2.98,4.0,Good,333.78,30.983124530709162,20 Years and 7 Months,No,38.445175622196714,105.43916102105574,!@9#%8,811.4786633567476,Poor
0x1f124,CUS_0x8536,March,,34,436-18-9350,Architect,144497.44,11813.453333333333,6,6,16,3,"Not Specified, Home Equity Loan, and Student Loan",8,20,3.67,4.0,Standard,50.13_,30.110090800197927,25 Years and 6 Months,No,192.62850630044025,792.3505290077724,Low_spent_Small_value_payments,486.36629802512084,Standard
0x159d5,CUS_0xac5a,April,Lionel Laurentx,26,572-55-9312,_______,43428.47,3731.039166666667,5,6,12,0,,6,2,8.96,1.0,_,1244.42,40.43324103992719,18 Years and 0 Months,No,0.0,241.57874215036261,Low_spent_Medium_value_payments,411.5251745163041,Standard
0x1f067,CUS_0x6a0b,June,Edwardm,30,389-82-7177,Developer,73052.94,5909.745,4,4,14,2,"Debt Consolidation Loan, and Debt Consolidation Loan",25,10,1.93,3.0,Standard,583.73,28.870496043845343,26 Years and 6 Months,Yes,64.60393728610639,239.6062150520787,!@9#%8,546.7643476618149,Standard
0x14ae5,CUS_0x8ad5,August,Deyi,27,393-14-3118,Engineer,63876.62_,5358.051666666667,2,4,7,4,"Debt Consolidation Loan, Student Loan, Student Loan, and Not Specified",12,2,8.79,5.0,Good,1014.51,24.127824252900904,26 Years and 9 Months,No,145.03685645396808,292.3782101036391,Low_spent_Medium_value_payments,378.3901001090596,Good
0xcd51,CUS_0x628d,August,Janb,25,173-51-3586,Engineer,33477.64,2643.8033333333333,7,6,23,6,"Student Loan, Payday Loan, Personal Loan, Auto Loan, Payday Loan, and Student Loan",57,24,6.83,13.0,Bad,1910.95,26.878512953522854,9 Years and 9 Months,NM,113.21928188974859,,Low_spent_Large_value_payments,289.6881609257976,Poor
0x25f12,CUS_0x3048,May,Rick Rothackeru,40,375-64-6913,Scientist,81093.16,7017.763333333332,10,7,17,7,"Auto Loan, Payday Loan, Auto Loan, Student Loan, Student Loan, Student Loan, and Home Equity Loan",25,20,15.72,,Bad,4523.3,27.419315584088732,9 Years and 9 Months,Yes,409.0394422616804,741.5673328610768,Low_spent_Small_value_payments,,Standard
0xffeb,CUS_0xabcf,February,Pc,43,257-31-1398,Musician,67857.8,,8,10,32,3,"Mortgage Loan, Personal Loan, and Student Loan",24,17,13.71,8.0,Standard,1497.68,29.26609062753778,16 Years and 6 Months,Yes,116.05577633171237,340.5575713363518,Low_spent_Small_value_payments,383.2683189986025,Poor
0xd0a3,CUS_0x2372,June,Matthias Blamontl,41,304-34-0889,Scientist,62086.53,5316.8775,7,4,16,2,"Payday Loan, and Auto Loan",9,21,4.08,7.0,Standard,1286.42,32.26815972800392,33 Years and 0 Months,No,57.40295877139104,105.02728862361148,High_spent_Medium_value_payments,619.2575026049974,Standard
0x22719,CUS_0x1f4f,April,Rr,20,343-35-6258,Lawyer,18983.07,1383.9225,1,3,6,0,,0,5,8.68,0.0,Good,1008.2,35.99907876924621,23 Years and 7 Months,No,0.0,146.28670189357572,Low_spent_Small_value_payments,282.1055481064243,Standard
0x5695,CUS_0x5a7b,August,Poornimaj,19,935-59-4707,Developer,61319.37,5065.9475,8,10,16,7,"Personal Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",56,19,5.65,9.0,_,2329.84,29.215338527812282,6 Years and 6 Months,Yes,243.64616979626905,95.15501818486044,High_spent_Medium_value_payments,417.79356201887055,Poor
0x3a12,CUS_0x382f,May,,16,601-28-4815,Entrepreneur,9889.575,977.13125,10,10,17,2_,"Debt Consolidation Loan, and Home Equity Loan",60,15,19.27,11.0,Bad,2142.54,27.538893353059787,18 Years and 7 Months,Yes,12.100551928718163,39.140849528938865,Low_spent_Large_value_payments,316.47172354234294,Standard
0xeaaf,CUS_0x97fc,February,,-500,#F%$D@*&8,Doctor,80953.20000000001,,6,3,8,2,"Personal Loan, and Home Equity Loan",13,7_,14.14,4.0,Standard,597.32_,42.351292451011645,22 Years and 8 Months,Yes,111.72879638411531,147.8465740476956,High_spent_Medium_value_payments,662.6346295681892,Standard
0x1ea28,CUS_0x999f,March,Sc,27,516-43-0947,_______,86765.12,7492.426666666666,3,3,10,2,"Credit-Builder Loan, and Student Loan",17,11,6.84,1.0,Good,948.25,37.73515219673831,20 Years and 0 Months,No,110.95613963602,581.937716937685,Low_spent_Medium_value_payments,336.3488100929617,Standard
0x9e10,CUS_0x1a2f,July,Lorrainey,54,894-09-8608,Journalist,152340.56,12568.046666666667,5,4,8,4,"Credit-Builder Loan, Student Loan, Student Loan, and Credit-Builder Loan",12,12,7.66,6.0,Good,329.18,35.78683879763999,26 Years and 9 Months,No,422.79394891715083,926.0572902150037,Low_spent_Small_value_payments,197.95342753451237,Good
0x19ea6,CUS_0x3a3a,May,Ayaic,53,#F%$D@*&8,Lawyer,32972.8,2836.7333333333336,6,3,8,0,,10,16,11.01,4.0,Standard,390.41,26.625804641340984,23 Years and 2 Months,Yes,0.0,90.22242314640171,Low_spent_Large_value_payments,463.4509101869317,Standard
0x1f9c5,CUS_0x84d,April,Suef,45,538-78-5821,Media_Manager,33929.89,,3,5,17,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Student Loan",26,10_,5.4,4.0,Standard,1219.04,32.78892097238245,24 Years and 6 Months,No,89.77963301948125,52.245497305112046,High_spent_Large_value_payments,362.92395300874006,Standard
0x92ac,CUS_0xb7ca,July,,29,869-43-2005,Developer,9550.435,719.8695833333333,9,5,19,8,"Payday Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Personal Loan, and Mortgage Loan",24,13_,1.85,14.0,Bad,1823.14,23.468082473151888,12 Years and 7 Months,Yes,48.021137822504905,53.21245139807928,Low_spent_Medium_value_payments,250.75336911274914,Poor
0x12637,CUS_0x9650,February,,2047,579-04-4808,Accountant,16827.645,1486.30375,7,4,6,1,Mortgage Loan,21,11,20.34,7.0,_,626.14,36.729586933308454,19 Years and 4 Months,NM,7.288523415735337,70.15122018738057,Low_spent_Small_value_payments,361.19063139688416,Standard
0x11f4c,CUS_0xa520,July,Toniw,36,861-14-7221,Musician,38555.62,3292.9683333333337,2,3,4,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",2,9,5.03,3.0,_,353.25,30.940868676771075,20 Years and 4 Months,No,75.80655421005494,381.51021227197646,Low_spent_Small_value_payments,161.98006685130198,Good
0xf527,CUS_0xbe26,June,Edwardj,29,956-82-3205,Mechanic,10046.24,926.1866666666666,6,6,16,5,"Debt Consolidation Loan, Student Loan, Not Specified, Home Equity Loan, and Payday Loan",22,18,0.65,9.0,Bad,2378.91,25.922448628042968,15 Years and 7 Months,Yes,37.81532035050532,124.53001381481155,Low_spent_Small_value_payments,220.27333250134984,Poor
0xfff9,CUS_0x1a4b,April,Denis Pinchuke,23,490-54-0863,Doctor,19958.32,1411.1933333333334,6,7,26,7_,"Auto Loan, Student Loan, Home Equity Loan, Payday Loan, Payday Loan, Student Loan, and Debt Consolidation Loan",52,24,1.9,6.0,Bad,4753.48,40.490205930458174,4 Years and 7 Months,Yes,94.81042935216463,108.32510879964238,Low_spent_Large_value_payments,207.98379518152638,Poor
0x10db4,CUS_0x8a5,March,Davidc,45,875-61-5832,Media_Manager,36779.9,2854.991666666667,5,4,10,0,,32,0,3.34,6.0,Good,1015.81,25.622345979639114,26 Years and 1 Months,No,0.0,48.68943965385697,High_spent_Large_value_payments,476.8097270128097,Poor
0x1fb8d,CUS_0x82a3,April,Soyoung Kims,28,467-13-7563,Manager,44332.62,,9,8,28,3,"Debt Consolidation Loan, Student Loan, and Student Loan",20,22,15.94,8.0,Bad,2380.89,40.50362459575092,8 Years and 4 Months,Yes,75.71692855733535,161.94694534142457,Low_spent_Small_value_payments,421.4746261012402,Poor
0x16c8b,CUS_0x57e,June,Janowskio,24,882-25-3454,Engineer,70015.36,6129.613333333334,8,4,7,6,"Personal Loan, Personal Loan, Not Specified, Mortgage Loan, Auto Loan, and Debt Consolidation Loan",26,7,_,7.0,Standard,134.86,39.59818465290222,11 Years and 6 Months,Yes,349.82914291999094,113.38255853143896,High_spent_Large_value_payments,389.74963188190355,Standard
0x1f53b,CUS_0xc4f,June,Huw Jonesn,34_,955-02-8112,Media_Manager,16609.08,,5,6,20,1,Auto Loan,17,19,0.99,4.0,Standard,606.57,32.45629359540593,30 Years and 8 Months,No,13.544572983683068,50.98442190592613,High_spent_Small_value_payments,347.88000511039075,Standard
0x19479,CUS_0xba9d,April,Caroline Valetkevitcho,16,350-61-5419,Journalist,7546.68,,8,6,29,7,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Auto Loan, and Auto Loan",26,19,18.63,,Bad,3207.74,25.024734915114664,2 Years and 11 Months,Yes,40.13179544314696,19.606400227096984,Low_spent_Medium_value_payments,259.45080432975607,Standard
0xb055,CUS_0x6b0b,April,Giorgio Gavinu,26,206-94-5126,Doctor,20958.75,,9,889,21,8,"Home Equity Loan, Home Equity Loan, Personal Loan, Personal Loan, Student Loan, Mortgage Loan, Student Loan, and Mortgage Loan",62,25,1.67,8.0,Bad,1310.95,34.12989601826358,18 Years and 4 Months,Yes,130.52873704764392,130.89651771149607,Low_spent_Small_value_payments,175.63099524086002,Poor
0x7ec0,CUS_0x4534,July,Toonkelq,37,551-95-2963,Media_Manager,20496.79,,3,3,6,-100,"Credit-Builder Loan, and Debt Consolidation Loan",13,16,3.37,4.0,Standard,1165.77,30.376297898056478,25 Years and 1 Months,Yes,28.712562862772945,,High_spent_Medium_value_payments,352.29194769144465,Good
0x19a58,CUS_0x1bff,July,Anjuli Daviest,38,057-88-5600,Accountant,19323.4,1749.2833333333335,10,460,18,8,"Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, Home Equity Loan, and Auto Loan",49,15,23.02,11.0,Bad,3033.25,39.75769167184032,8 Years and 10 Months,Yes,99.10134677854631,18.037840360029215,High_spent_Large_value_payments,297.7891461947578,Standard
0xf51b,CUS_0x68f6,June,Mutikaniw,32,176-81-8343,Media_Manager,32187.36,2423.28,4,3,9,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",2,11,5.4,7.0,Good,366.87,37.210259141992175,NA,No,106.82193945361178,214.3746324657976,Low_spent_Large_value_payments,191.1314280805907,Standard
0xf4ae,CUS_0x7aae,May,Kazunori Takadau,18,701-33-6545,Architect,60860.10000000001,4803.675,8,6,30,-100,"Not Specified, and Mortgage Loan",5,10,24.09,10.0,Standard,2635.35,39.37003438129244,NA,Yes,94.2466623861492,111.8214085183387,High_spent_Medium_value_payments,524.2994290955122,Standard
0x1cfda,CUS_0x233e,January,Rodrigox,53,007-39-8307,Media_Manager,125873.84,10669.486666666666,0,6,12,2,"Auto Loan, and Not Specified",4,7,11.15,4.0,Good,446.36,41.70192811173602,26 Years and 1 Months,No,183.0815422144062,236.317110888531,High_spent_Large_value_payments,887.5500135637294,Standard
0x1809d,CUS_0x1698,August,Rosenp,19,622-91-3070,Media_Manager,9221.875,598.4895833333334,6,5,34,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",40,16,16.48,11.0,Standard,2374.03,35.238512910800594,16 Years and 4 Months,NM,28.987762624004727,66.92892025117658,Low_spent_Small_value_payments,253.93227545815205,Standard
0x1d0b5,CUS_0x16d9,April,Matt Scuffhamw,41,931-50-1049,Writer,18485.235,1469.43625,8,4,3,4,"Student Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",12,13,6.33,6.0,Standard,395.45,31.982307525177287,22 Years and 6 Months,No,52.90096406734133,36.28938652201234,High_spent_Medium_value_payments,307.7532744106463,Good
0xfae0,CUS_0xbec0,July,Josephines,20,186-66-2426,Writer,78006.32,,9,5,23,6,"Auto Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, and Auto Loan",30,,17.9,12.0,Bad,4799.54,36.963359381905974,1 Years and 2 Months,Yes,274.43341823294503,59.498590950798615,High_spent_Large_value_payments,546.0206574829231,Standard
0x22878,CUS_0x1786,July,Jan Strupczewskiy,23_,468-28-0415,Media_Manager,73543.18,6038.598333333332,6,3,11,0,,30,12_,8.69,5.0,Standard,1090.21,30.960148791481767,17 Years and 5 Months,Yes,0.0,,Low_spent_Medium_value_payments,348.5810670054543,Standard
0x207d9,CUS_0x530b,August,Gregp,51,993-95-2241,_______,20782.66,1886.888333333333,1,6,11,4,"Home Equity Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",13,615,5.85,9.0,Good,1002.18,31.769775270661203,31 Years and 9 Months,No,68.0777928583523,97.98403833122069,Low_spent_Medium_value_payments,302.62700214376036,Good
0x2926,CUS_0x9eec,May,Jonathan Stempelz,31,148-15-4934,Mechanic,126849.18,10511.765,2,3,3,0,,13,6,4.04,3.0,Good,518.4,36.863842790511725,NA,No,0.0,966.9397975056016,Low_spent_Small_value_payments,374.23670249439834,Good
0x1f544,CUS_0x8a36,March,Kristeny,37,509-64-1439,Entrepreneur,34102.64,,7,5,26,5,"Mortgage Loan, Personal Loan, Student Loan, Not Specified, and Auto Loan",17,16,6.25,6.0,Bad,4057.35,38.627623378546204,NA,Yes,140.11980298030753,63.0541717144307,High_spent_Medium_value_payments,321.11469197192844,Poor
0x20250,CUS_0xbf38,July,Christian Plumbi,35,448-31-1022,Scientist,25306.37,2154.445766398636,4,3,18,0,,27,18,17.14,5.0,Standard,37.21,39.74821298152428,14 Years and 7 Months,Yes,244.4184002680309,167.71213194310943,Low_spent_Small_value_payments,362.1742847235572,Good
0xa4e9,CUS_0x427b,August,Miedemac,31,#F%$D@*&8,Engineer,48090.45,4039.5375,8,8,17,5,"Student Loan, Mortgage Loan, Auto Loan, Student Loan, and Mortgage Loan",34,18,24.87,12.0,_,3088.85,37.308145892986566,0 Years and 10 Months,Yes,112.20370334448751,114.32936673151077,High_spent_Medium_value_payments,427.42067992400183,Standard
0x10e82,CUS_0xbaee,May,Karen Freifelds,41,015-50-7138,Journalist,66349.96,5333.163333333334,6,9,16,4,"Payday Loan, Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",7,,5.58,17.0,Standard,1740.14,33.74902515062826,12 Years and 1 Months,NM,165.0255187322856,130.9977006197228,!@9#%8,487.293113981325,Poor
0x8aea,CUS_0x8966,January,,55,824-88-9636,Mechanic,103187.22,8420.935,0,3,6,0,,9,11,4.07,4.0,Good,790.99,40.19010737207646,21 Years and 11 Months,No,0.0,,High_spent_Large_value_payments,907.7339222102693,Good
0xaedf,CUS_0x59f1,February,Ayesha Rascoep,29,529-44-0590,Engineer,114450.72,9430.56,1236,3,5,0,,30,22,1.61,2.0,Standard,850.96,37.28461691618789,28 Years and 3 Months,No,0.0,,Low_spent_Medium_value_payments,548.3394920074832,Standard
0x1a1cd,CUS_0x364f,August,Patrick Temple-Westu,23,688-35-2854,Accountant,20843.43,1774.9525,7,10,15,5,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, Home Equity Loan, and Not Specified",53,22,21.32,15.0,Bad,4556.91,35.463393574129725,14 Years and 3 Months,Yes,56.350245002594654,209.16813116277518,Low_spent_Small_value_payments,201.97687383463017,Poor
0x2db3,CUS_0x86be,June,,48,776-18-7804,Writer,35670.66,3080.5550000000007,1,7,6,0,,10,3,3.16,8.0,Good,1324.42,35.14669788633732,29 Years and 1 Months,No,0.0,126.6236880349099,High_spent_Medium_value_payments,431.43181196509016,Poor
0x1ab73,CUS_0x7430,June,Angelan,20,623-69-0437,Journalist,16380.17,1441.0141666666666,4,5,8,0,,27,12,9.58,2.0,Standard,996.18,36.668665965271344,19 Years and 7 Months,NM,0.0,58.859197699893684,High_spent_Small_value_payments,345.2422189667729,Good
0x11753,CUS_0x628e,June,,43,199-27-9186,Accountant,80754.16,6692.513333333332,5,9,20,7,"Student Loan, Student Loan, Credit-Builder Loan, Auto Loan, Student Loan, Not Specified, and Credit-Builder Loan",15,,8.19,11.0,Standard,2587.15,30.07817332628764,15 Years and 4 Months,Yes,392.17020307117167,170.42901889355224,High_spent_Large_value_payments,346.65211136860955,Poor
0xd332,CUS_0x4fc2,January,Olesya Dmitracovae,49,457-54-9004,Scientist,85770.33,7275.5275,5,5,5,3,"Home Equity Loan, Payday Loan, and Not Specified",16,7,12.25,2.0,Good,1280.08,41.44771774861202,17 Years and 8 Months,No,144.42930207423103,__10000__,High_spent_Large_value_payments,739.5714401802626,Poor
0xddac,CUS_0x4491,July,ernard Vaughanl,38,699-79-1235,_______,29588.18,2281.681666666667,3,4,1,3,"Student Loan, Payday Loan, and Personal Loan",9,7,0.73,3.0,Good,193.06,32.28974622797869,20 Years and 5 Months,No,61.709501609947175,35.76578761018574,High_spent_Large_value_payments,370.6928774465337,Standard
0xd9ad,CUS_0xc70,April,McCoolz,30,540-26-9440,Scientist,40566.32,3498.526666666666,4,7,20,3,"Student Loan, Auto Loan, and Personal Loan",18,20,1.92,10.0,_,1366.41,25.34653263689829,18 Years and 5 Months,Yes,78.29005321648954,137.88207917658855,High_spent_Medium_value_payments,383.6805342735885,Standard
0x24082,CUS_0x120c,May,James Regann,15,212-98-0232,Scientist,29135.38,2138.9483333333333,10,7,21,9,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",17,23,8.04,7.0,Bad,1833.81,30.61512977331775,9 Years and 2 Months,Yes,201.0022811215709,47.676372330252335,High_spent_Large_value_payments,205.21617988151007,Poor
0x22344,CUS_0x2b3c,July,Lucia Mutikanim,3988,387-68-2543,Accountant,35751.93_,3133.3275,5,5,10,0,,1,2,1.54,0.0,_,380.52,29.54380342547298,30 Years and 5 Months,NM,0.0,,Low_spent_Medium_value_payments,392.90892293003577,Good
0x22f7d,CUS_0x4ddc,April,Henryw,45,641-04-8218,Doctor,18524.985,1831.74875,0,3,1,3,"Student Loan, Mortgage Loan, and Student Loan",6,,7.21,2.0,Good,463.93,24.315706124737677,23 Years and 7 Months,No,24.121875832761308,,High_spent_Large_value_payments,370.18909752685755,Good
0x3f08,CUS_0x44f,March,,34,690-43-7279,Journalist,29369.12,,5,4,8,2,"Payday Loan, and Not Specified",28,9,10.54,7.0,_,1605.81,34.872818184350365,NA,Yes,43.93572131964716,__10000__,!@9#%8,311.7864690064167,Poor
0x1dee6,CUS_0x2408,January,Miedemaq,29,041-71-2745,Mechanic,8753.205,919.43375,7,6,21,8,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",31,25,6.87,8.0,Bad,2355.66,27.93659988758409,13 Years and 9 Months,Yes,38050.0,64.13764768589287,Low_spent_Small_value_payments,276.0467425962585,Poor
0x144c8,CUS_0x663,March,Richarda,37,462-21-2145,Mechanic,22953.95,2180.8291666666664,7,6,13,1,Auto Loan,18,11,-2.31,5.0,Standard,176.51,35.163610731350275,23 Years and 9 Months,No,12.162637525836177,45.464119956606254,High_spent_Small_value_payments,420.45615918422425,Standard
0x1df1d,CUS_0x58d7,August,Wahbad,32,480-45-2864,Teacher,68538.88,5562.573333333334,3,3,12,0,,14,18,5.32,3.0,_,152.38,37.346881834310395,NA,No,0.0,76.69826814162292,High_spent_Medium_value_payments,729.5590651917105,Standard
0x1f882,CUS_0x91ca,May,Neil Chatterjeec,44,605-33-9348,Scientist,32361.61,2604.8008333333332,4,3,612,2,"Home Equity Loan, and Debt Consolidation Loan",10,13,17.07,12.0,Standard,1171.75,24.87592218607048,15 Years and 0 Months,Yes,34.35693326115831,147.7423015017951,Low_spent_Small_value_payments,368.3808485703798,Standard
0x3e9a,CUS_0x3d7e,January,Lisaa,36,809-41-5393,Teacher,68173.92,5948.16,6,10,32,5,"Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Payday Loan",33,16,24.49,11.0,_,3117.01,33.050172430043766,5 Years and 11 Months,Yes,144.37436119004283,190.77245438966614,High_spent_Medium_value_payments,509.6691844202911,Poor
0x14e71,CUS_0x86a8,April,Freiliche,27,938-92-1711,Mechanic,35938.45_,2830.870833333333,3,5,15,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",19,16,7.84,3.0,Standard,1438.83,25.546073860618183,20 Years and 6 Months,No,96.96085525690077,317.3170230266976,Low_spent_Small_value_payments,158.80920504973497,Standard
0x6189,CUS_0x8c8a,April,Vlastelicaw,48,134-88-7054,Accountant,98509.71,8197.1425,5,6,6,1,Credit-Builder Loan,14,8,7.38,3.0,_,83.94,39.528506239484045,15 Years and 10 Months,No,55.70340734930403,831.6971205885426,Low_spent_Medium_value_payments,212.31372206215335,Standard
0xa0d3,CUS_0x2bdd,June,,33,162-35-9568,Scientist,68090.85,5717.2375,7,4,20,1,Auto Loan,9,13,2.43,9.0,Standard,791.78,40.422768869463894,22 Years and 10 Months,No,31.245931355663675,118.22659577331663,High_spent_Medium_value_payments,672.2512228710198,Standard
0xf92d,CUS_0x247c,April,Sn,48,478-48-3295,Developer,119321.84,9694.486666666666,3,5,19,4,"Auto Loan, Personal Loan, Mortgage Loan, and Payday Loan",22,19,8.85,1.0,Standard,149.44,28.936060164757592,18 Years and 6 Months,No,344.57814529285287,406.4815129441477,High_spent_Medium_value_payments,468.389008429666,Standard
0x1cb30,CUS_0x638d,July,,42,290-64-1803,Engineer,10629.93,1047.96564843664,6,7,15,1,Debt Consolidation Loan,22,11,11.15,3.0,Standard,582.83,35.72362460769259,15 Years and 9 Months,Yes,56.76369804973969,45.71151465111621,!@9#%8,336.0693888625041,Standard
0x59b6,CUS_0x2de1,May,Poornima Guptaj,30,139-40-9715,Media_Manager,44120.8,,2,3,12,3,"Personal Loan, Student Loan, and Payday Loan",4,0,2.46,2.0,Good,15.47,29.923797570889306,27 Years and 8 Months,No,87.40729091194369,360.6203721210348,Low_spent_Small_value_payments,188.84567030035493,Standard
